author1,author2,weight
A5064853539,A5048190318,1
A5064853539,A5080805788,3
A5064853539,A5088587686,1
A5064853539,A5091059154,1
A5064853539,A5101275181,1
A5064853539,A5111344838,1
A5064877552,A5054141624,2
A5064877552,A5056773472,1
A5064882269,A5002148192,1
A5064882269,A5010104436,1
A5064882269,A5078850693,1
A5064895812,A5012242776,1
A5064895812,A5033785127,1
A5064895812,A5079381636,1
A5064895812,A5111567269,1
A5064902926,A5001246022,3
A5064902926,A5014427809,3
A5064902926,A5024565370,3
A5064902926,A5030580316,3
A5064902926,A5036604571,1
A5064902926,A5038555593,1
A5064902926,A5052608169,8
A5064902926,A5052755079,3
A5064902926,A5061871047,1
A5064902926,A5064296445,2
A5064902926,A5068581426,3
A5064902926,A5069950948,7
A5064902926,A5081397802,1
A5064919645,A5022103461,2
A5064924790,A5047335664,1
A5064952172,A5033151305,1
A5064952172,A5102583674,1
A5064955548,A5016377751,1
A5065016130,A5009589624,1
A5065016130,A5011849022,1
A5065016130,A5016855366,6
A5065016130,A5019606925,1
A5065016130,A5022943684,1
A5065016130,A5028406190,1
A5065016130,A5052058935,4
A5065016130,A5055587521,1
A5065016130,A5063156360,1
A5065016130,A5080483653,1
A5065016130,A5089089088,1
A5065016130,A5089130442,1
A5065016130,A5093115672,1
A5065016130,A5093115673,1
A5065016130,A5093115674,1
A5065027096,A5003875005,1
A5065027096,A5004700474,1
A5065027096,A5006070879,1
A5065027096,A5009036501,1
A5065027096,A5011204803,1
A5065027096,A5013495118,1
A5065027096,A5015010230,1
A5065027096,A5015969406,1
A5065027096,A5016898022,1
A5065027096,A5017410471,1
A5065027096,A5018156725,1
A5065027096,A5019320716,1
A5065027096,A5032625461,1
A5065027096,A5033599333,1
A5065027096,A5034247985,1
A5065027096,A5034428555,1
A5065027096,A5036769756,1
A5065027096,A5039136927,1
A5065027096,A5041382152,1
A5065027096,A5043301943,1
A5065027096,A5044300627,1
A5065027096,A5045259224,1
A5065027096,A5045577991,1
A5065027096,A5046505550,1
A5065027096,A5047074634,1
A5065027096,A5051125153,1
A5065027096,A5051277240,1
A5065027096,A5051302269,1
A5065027096,A5053925595,1
A5065027096,A5054225874,1
A5065027096,A5054365632,1
A5065027096,A5057875301,1
A5065027096,A5059917094,1
A5065027096,A5062394165,1
A5065027096,A5062548482,1
A5065027096,A5063432011,1
A5065027096,A5063675780,1
A5065027096,A5064157667,1
A5065027096,A5065495505,1
A5065027096,A5067398757,1
A5065027096,A5068002445,1
A5065027096,A5069661409,1
A5065027096,A5071073537,1
A5065027096,A5071267339,1
A5065027096,A5071310612,1
A5065027096,A5071365665,1
A5065027096,A5071725289,1
A5065027096,A5071992446,1
A5065027096,A5072134441,1
A5065027096,A5074647441,1
A5065027096,A5075601224,1
A5065027096,A5076793638,1
A5065027096,A5079752497,1
A5065027096,A5080030634,1
A5065027096,A5080363195,1
A5065027096,A5080483162,1
A5065027096,A5084754201,1
A5065027096,A5085700884,1
A5065027096,A5085951867,1
A5065027096,A5085962278,1
A5065027096,A5088914363,1
A5065027096,A5090433651,1
A5065027096,A5091723521,1
A5065027096,A5095428247,1
A5065027096,A5095428248,1
A5065027096,A5095428249,1
A5065027096,A5095428251,1
A5065027096,A5095428252,1
A5065027096,A5100391416,1
A5065027096,A5100511046,1
A5065027096,A5101178654,1
A5065027096,A5101306137,1
A5065027096,A5101514244,1
A5065027096,A5101577447,1
A5065027096,A5102810898,1
A5065027096,A5108883057,1
A5065027096,A5109578422,1
A5065027096,A5110489734,1
A5065027096,A5110920797,1
A5065027096,A5113379043,1
A5065027096,A5114022533,1
A5065035935,A5012963964,1
A5065035935,A5028404747,1
A5065040154,A5010963402,1
A5065040154,A5016455665,1
A5065040154,A5016622594,1
A5065040154,A5035789137,1
A5065040154,A5086593836,1
A5065043481,A5005829774,1
A5065043481,A5064099162,1
A5065043481,A5074854811,1
A5065056562,A5045705655,10
A5065056562,A5068207922,4
A5065056562,A5081582588,10
A5065104164,A5049357939,2
A5065104164,A5079302315,5
A5065104164,A5087589231,2
A5065115122,A5009097110,2
A5065115122,A5027685481,2
A5065115122,A5084869758,2
A5065159556,A5059569014,1
A5065168612,A5004782320,6
A5065168612,A5019215657,2
A5065168612,A5019277079,1
A5065168612,A5026210868,1
A5065168612,A5026657286,7
A5065168612,A5031670965,5
A5065168612,A5031860300,1
A5065168612,A5031969777,1
A5065168612,A5036009220,1
A5065168612,A5038368858,2
A5065168612,A5039985868,1
A5065168612,A5045458985,1
A5065168612,A5048850473,2
A5065168612,A5050049384,12
A5065168612,A5058904892,1
A5065168612,A5080058993,3
A5065168612,A5087761777,4
A5065168612,A5101776100,6
A5065190709,A5024804907,1
A5065190709,A5033211377,1
A5065190709,A5043618984,1
A5065190709,A5044422646,1
A5065190709,A5045842773,1
A5065190709,A5054097796,1
A5065190709,A5063706502,1
A5065190709,A5076277039,1
A5065190709,A5078876786,1
A5065190709,A5079187530,1
A5065190709,A5079381636,1
A5065190709,A5089281753,1
A5065190709,A5109469289,1
A5065190809,A5001571015,1
A5065190809,A5029182254,1
A5065190809,A5033601764,1
A5065190809,A5057748239,1
A5065190809,A5077655412,1
A5065190809,A5087084680,1
A5065190809,A5101401796,1
A5065200597,A5059185353,2
A5065200597,A5069179055,10
A5065200597,A5075561849,5
A5065200597,A5082887493,2
A5065200597,A5086173090,11
A5065200597,A5090472023,3
A5065248857,A5065248857,1
A5065251903,A5048297938,1
A5065251903,A5049740900,1
A5065251903,A5060736941,1
A5065251903,A5078498803,1
A5065251903,A5087774397,1
A5065267509,A5003688869,3
A5065267509,A5094302920,2
A5065267509,A5094361178,2
A5065267509,A5094372899,1
A5065267509,A5094372900,3
A5065267509,A5094372901,2
A5065267509,A5108092666,2
A5065267920,A5001780677,1
A5065267920,A5006520848,1
A5065267920,A5031860300,1
A5065267920,A5041542221,2
A5065267920,A5052716490,2
A5065267920,A5056758934,1
A5065267920,A5065267920,1
A5065267920,A5080472658,4
A5065267920,A5083053930,1
A5065267920,A5084142064,1
A5065267920,A5087023083,3
A5065267920,A5090276267,3
A5065267920,A5114132442,1
A5065292633,A5002823829,1
A5065292633,A5052689960,1
A5065292633,A5055949207,1
A5065292633,A5090154449,1
A5065292633,A5103828072,1
A5065292633,A5110157834,1
A5065341540,A5076037101,1
A5065349349,A5085958280,1
A5065355043,A5009051263,1
A5065355043,A5012547299,1
A5065355043,A5013256501,1
A5065355043,A5016411880,1
A5065355043,A5023180952,1
A5065355043,A5027505543,1
A5065355043,A5031115733,1
A5065355043,A5035687606,1
A5065355043,A5038172368,1
A5065355043,A5046351479,1
A5065355043,A5048159776,1
A5065355043,A5055356130,1
A5065355043,A5060009643,1
A5065355043,A5080310062,1
A5065355043,A5080576859,1
A5065355043,A5080865312,1
A5065355043,A5083492856,1
A5065355043,A5086046593,1
A5065355043,A5087071737,1
A5065355043,A5090482045,1
A5065355043,A5095224306,1
A5065355043,A5095456939,1
A5065355043,A5095456940,1
A5065355043,A5100319465,1
A5065355043,A5100382667,1
A5065355043,A5100387696,1
A5065355043,A5100530610,1
A5065355043,A5101771615,1
A5065355043,A5102603406,1
A5065355043,A5103144100,1
A5065355043,A5104227321,1
A5065355043,A5107945166,1
A5065355043,A5112409463,1
A5065395606,A5027110042,2
A5065395606,A5060751756,2
A5065395606,A5066094160,2
A5065417839,A5002659694,1
A5065417839,A5005106059,1
A5065417839,A5016168339,2
A5065417839,A5052140928,1
A5065418859,A5013542275,9
A5065418859,A5013795883,4
A5065418859,A5021649924,2
A5065418859,A5024101090,1
A5065418859,A5084289257,1
A5065418859,A5103847604,1
A5065423741,A5065547580,1
A5065433023,A5001045610,1
A5065433023,A5020720612,1
A5065433023,A5045095752,2
A5065448104,A5074934484,2
A5065452295,A5052566114,2
A5065487609,A5003688869,3
A5065487609,A5065267509,3
A5065487609,A5094302920,2
A5065487609,A5094361178,2
A5065487609,A5094372897,3
A5065487609,A5094372899,1
A5065487609,A5094372900,3
A5065487609,A5094372901,2
A5065487609,A5108092666,2
A5065495505,A5003875005,1
A5065495505,A5009036501,1
A5065495505,A5017410471,1
A5065495505,A5019320716,1
A5065495505,A5033599333,1
A5065495505,A5034247985,1
A5065495505,A5034428555,1
A5065495505,A5036769756,1
A5065495505,A5039136927,1
A5065495505,A5041382152,1
A5065495505,A5043301943,1
A5065495505,A5044300627,1
A5065495505,A5045259224,1
A5065495505,A5051277240,1
A5065495505,A5054225874,1
A5065495505,A5054365632,1
A5065495505,A5057875301,1
A5065495505,A5059917094,1
A5065495505,A5063432011,1
A5065495505,A5068002445,1
A5065495505,A5071310612,1
A5065495505,A5071365665,1
A5065495505,A5071992446,1
A5065495505,A5072134441,1
A5065495505,A5074647441,1
A5065495505,A5075601224,1
A5065495505,A5076793638,1
A5065495505,A5079752497,1
A5065495505,A5080030634,1
A5065495505,A5080363195,1
A5065495505,A5080483162,1
A5065495505,A5085951867,1
A5065495505,A5088914363,1
A5065495505,A5090433651,1
A5065495505,A5091723521,1
A5065495505,A5095428249,1
A5065495505,A5095428251,1
A5065495505,A5095428252,1
A5065495505,A5101577447,1
A5065495505,A5102810898,1
A5065495505,A5109578422,1
A5065495505,A5113379043,1
A5065495505,A5114022533,1
A5065509225,A5002879236,1
A5065509225,A5013897563,1
A5065509225,A5018332715,1
A5065509225,A5021189098,1
A5065509225,A5041260646,1
A5065509225,A5081607182,1
A5065536454,A5009655324,1
A5065536454,A5027421976,1
A5065536454,A5036763707,1
A5065536454,A5037597066,1
A5065536454,A5040692039,1
A5065536454,A5054896553,1
A5065536454,A5061684647,1
A5065536454,A5062203127,3
A5065536454,A5067866088,2
A5065536454,A5072138917,1
A5065536454,A5075608911,2
A5065536454,A5085138330,3
A5065536454,A5086762379,1
A5065536454,A5087748785,2
A5065536454,A5089150108,4
A5065536454,A5103192387,1
A5065545400,A5017519455,1
A5065545400,A5025662974,1
A5065545400,A5027145763,1
A5065545400,A5037699743,1
A5065545400,A5049970193,1
A5065545400,A5078522705,1
A5065545987,A5014918031,2
A5065573845,A5005734297,1
A5065573845,A5009786101,1
A5065573845,A5013542275,1
A5065573845,A5021397313,1
A5065573845,A5039957577,1
A5065573845,A5058194047,1
A5065577207,A5057296567,1
A5065577207,A5062512619,7
A5065577207,A5074003439,6
A5065577207,A5113954518,1
A5065597650,A5003011520,1
A5065597650,A5035937203,1
A5065597650,A5042648708,2
A5065597650,A5062065558,1
A5065597650,A5072432368,1
A5065597650,A5080890851,2
A5065597650,A5083053930,2
A5065597650,A5108527442,1
A5065619763,A5007332304,1
A5065619763,A5028652496,1
A5065619763,A5040770488,1
A5065619763,A5058164195,1
A5065628296,A5006488480,1
A5065628296,A5011849022,1
A5065628296,A5020257871,1
A5065628296,A5051360398,1
A5065628296,A5063156360,2
A5065628296,A5073792853,1
A5065628296,A5078117668,1
A5065628296,A5081665953,1
A5065628296,A5085806919,2
A5065638923,A5071855899,2
A5065651477,A5054827955,2
A5065657382,A5006265999,1
A5065657382,A5008748461,1
A5065657382,A5013571410,3
A5065657382,A5018109984,1
A5065657382,A5019606925,3
A5065657382,A5048686449,1
A5065657382,A5055644931,4
A5065657382,A5057468485,2
A5065657382,A5060268368,1
A5065657382,A5079952387,1
A5065657382,A5087748785,3
A5065657382,A5111114803,2
A5065680616,A5031231896,9
A5065680616,A5035937203,2
A5065680616,A5061259968,3
A5065680616,A5066094160,1
A5065680616,A5071370987,1
A5065680616,A5072432368,2
A5065680616,A5078547645,1
A5065680616,A5088842176,6
A5065681259,A5003203009,1
A5065681259,A5015889735,1
A5065681259,A5040623262,1
A5065681259,A5043090781,1
A5065681259,A5057617021,1
A5065681259,A5058077701,1
A5065681259,A5081665953,2
A5065684299,A5031670965,1
A5065684299,A5072249083,1
A5065693418,A5006803120,5
A5065693418,A5032288156,3
A5065693418,A5045705655,6
A5065693418,A5049009270,4
A5065697271,A5020009504,1
A5065699304,A5075607006,1
A5065722979,A5000922136,1
A5065722979,A5007345460,1
A5065722979,A5021442270,4
A5065722979,A5021617334,4
A5065722979,A5030715613,1
A5065722979,A5031231896,6
A5065722979,A5031812482,1
A5065722979,A5070846532,3
A5065722979,A5077301257,7
A5065722979,A5080340641,15
A5065722979,A5083053930,2
A5065722979,A5102926795,1
A5065722979,A5107073974,2
A5065722979,A5108101318,1
A5065736193,A5077678845,1
A5065736193,A5111509241,1
A5065742215,A5009015724,1
A5065742215,A5052320430,1
A5065742215,A5069892286,1
A5065748555,A5021493301,3
A5065748555,A5058270622,3
A5065748555,A5058699536,3
A5065748555,A5063834923,3
A5065751582,A5070838325,1
A5065751582,A5078440206,1
A5065753546,A5023207853,2
A5065753546,A5027275378,1
A5065753546,A5031700640,1
A5065753546,A5078159456,2
A5065753546,A5080805788,1
A5065753546,A5089647820,2
A5065759750,A5002019458,1
A5065759750,A5002773688,4
A5065759750,A5007990250,41
A5065759750,A5009361415,3
A5065759750,A5011038402,1
A5065759750,A5013140386,3
A5065759750,A5015235663,4
A5065759750,A5015493453,4
A5065759750,A5018426572,6
A5065759750,A5019560863,36
A5065759750,A5020769769,5
A5065759750,A5021250960,1
A5065759750,A5025007765,2
A5065759750,A5025752041,23
A5065759750,A5025822028,37
A5065759750,A5026177548,4
A5065759750,A5027117340,30
A5065759750,A5028999195,1
A5065759750,A5029687836,39
A5065759750,A5031367868,2
A5065759750,A5031852379,32
A5065759750,A5032240956,1
A5065759750,A5036695948,3
A5065759750,A5041156370,1
A5065759750,A5042070087,6
A5065759750,A5044008001,7
A5065759750,A5048303863,39
A5065759750,A5049624802,4
A5065759750,A5050388563,1
A5065759750,A5053984919,1
A5065759750,A5056899188,43
A5065759750,A5057680651,2
A5065759750,A5061149582,1
A5065759750,A5061965726,1
A5065759750,A5062951688,34
A5065759750,A5066039057,11
A5065759750,A5068698387,8
A5065759750,A5070103127,1
A5065759750,A5070459281,4
A5065759750,A5070502312,2
A5065759750,A5072094223,35
A5065759750,A5073002263,5
A5065759750,A5073011829,13
A5065759750,A5073480771,38
A5065759750,A5077303648,5
A5065759750,A5078086979,38
A5065759750,A5078150879,43
A5065759750,A5079312664,2
A5065759750,A5080003196,1
A5065759750,A5081656957,30
A5065759750,A5083090195,2
A5065759750,A5086504582,2
A5065759750,A5087874970,4
A5065759750,A5092499089,46
A5065759750,A5092499102,30
A5065759750,A5100607374,37
A5065759750,A5100720596,7
A5065759750,A5101553362,13
A5065759750,A5101669152,1
A5065759750,A5103158476,47
A5065759750,A5104455338,4
A5065759750,A5106322884,47
A5065759750,A5106415383,1
A5065759750,A5106432537,3
A5065759750,A5106765262,4
A5065759750,A5106787859,1
A5065759750,A5106977520,33
A5065759750,A5107279495,1
A5065759750,A5107362063,1
A5065759750,A5107381631,2
A5065759750,A5107827402,1
A5065759750,A5107829728,1
A5065759750,A5107833531,1
A5065759750,A5107849243,3
A5065759750,A5107860500,1
A5065759750,A5107864427,5
A5065759750,A5107877434,1
A5065759750,A5107877729,2
A5065759750,A5107883655,11
A5065759750,A5107883945,3
A5065759750,A5107885011,4
A5065759750,A5107887430,6
A5065759750,A5107892119,1
A5065759750,A5107917697,1
A5065759750,A5107918435,1
A5065759750,A5107921251,3
A5065759750,A5107939003,5
A5065759750,A5107939945,2
A5065759750,A5107940805,2
A5065759750,A5107943133,2
A5065759750,A5108142488,1
A5065759750,A5108143228,1
A5065759750,A5108956248,4
A5065759750,A5109630775,1
A5065759750,A5112791597,6
A5065759750,A5113621038,4
A5065759750,A5113871538,3
A5065759750,A5114378001,3
A5065788184,A5007680301,1
A5065820071,A5004028467,1
A5065820071,A5042648708,2
A5065820071,A5072432368,1
A5065827241,A5095828915,1
A5065857176,A5020842854,1
A5065857176,A5022852434,2
A5065857176,A5034385371,3
A5065857176,A5041645982,11
A5065857176,A5056078104,5
A5065857176,A5059185353,4
A5065857176,A5062569733,2
A5065857176,A5069179055,14
A5065857176,A5086173090,5
A5065857176,A5087159264,2
A5065857176,A5100653715,1
A5065857176,A5102828760,1
A5065864882,A5040664876,1
A5065864882,A5091137505,1
A5065865096,A5003881152,1
A5065865096,A5019430795,1
A5065865096,A5022446290,1
A5065865096,A5034166869,1
A5065865096,A5041119040,1
A5065865096,A5059094659,1
A5065865096,A5086954632,1
A5065873501,A5031451767,1
A5065873501,A5045799758,1
A5065910712,A5001921851,3
A5065910712,A5002166110,8
A5065910712,A5005045483,1
A5065910712,A5010336667,16
A5065910712,A5010398085,2
A5065910712,A5015720603,2
A5065910712,A5016860231,2
A5065910712,A5019106575,1
A5065910712,A5021617334,2
A5065910712,A5024646212,1
A5065910712,A5025327684,1
A5065910712,A5026911622,2
A5065910712,A5027760373,8
A5065910712,A5028404747,14
A5065910712,A5034684238,2
A5065910712,A5036087804,1
A5065910712,A5038587512,1
A5065910712,A5041991433,1
A5065910712,A5046825575,3
A5065910712,A5047689265,2
A5065910712,A5048150356,5
A5065910712,A5056409436,1
A5065910712,A5076092085,2
A5065910712,A5076348557,1
A5065910712,A5076853909,2
A5065910712,A5079381636,11
A5065910712,A5109689502,1
A5065910712,A5114216794,1
A5065911867,A5019817509,1
A5065911867,A5051158497,1
A5065911867,A5058693271,1
A5065911867,A5069955457,1
A5065911867,A5070418391,1
A5065911867,A5082640388,1
A5065911867,A5086374142,1
A5065932851,A5009097110,2
A5065932851,A5015705751,4
A5065932851,A5051819492,2
A5065932851,A5058125442,4
A5065932851,A5071183911,4
A5065932851,A5078861523,6
A5065932851,A5080664941,4
A5065963498,A5019606925,1
A5065963498,A5051966189,1
A5065963498,A5069392772,1
A5065963916,A5002011562,1
A5065963916,A5003078346,1
A5065963916,A5003886399,1
A5065963916,A5020337708,1
A5065963916,A5023207047,1
A5065963916,A5027205277,1
A5065963916,A5033328394,1
A5065963916,A5042670765,1
A5065963916,A5051606464,1
A5065963916,A5052145396,1
A5065963916,A5053860192,1
A5065963916,A5059540080,1
A5065963916,A5066757164,1
A5065963916,A5066817807,1
A5065963916,A5067287880,1
A5065963916,A5077271389,1
A5065963916,A5077555252,1
A5065963916,A5078876786,1
A5065963916,A5080893189,1
A5065963916,A5081049352,1
A5065963916,A5081506933,1
A5065963916,A5085558440,1
A5065963916,A5086950255,1
A5065963916,A5090386799,1
A5065963916,A5108122544,1
A5065963916,A5109947023,1
A5065970842,A5018610505,1
A5065970842,A5071601723,1
A5065970842,A5072138917,1
A5065981421,A5000208214,2
A5065981421,A5001221823,1
A5065981421,A5009859946,1
A5065981421,A5012014280,1
A5065981421,A5026718378,9
A5065981421,A5027743623,1
A5065981421,A5034761121,1
A5065981421,A5041627667,1
A5065981421,A5045467592,11
A5065981421,A5048467115,7
A5065981421,A5051928946,2
A5065981421,A5053834142,1
A5065981421,A5059912734,6
A5065981421,A5071425287,2
A5065981421,A5076667513,1
A5065981421,A5078495907,7
A5065981421,A5079153416,1
A5065981421,A5092381508,7
A5065981421,A5102979426,2
A5065981421,A5103960005,1
A5065981421,A5108917063,7
A5065981421,A5111021822,1
A5065981421,A5111518405,1
A5065981421,A5111634323,1
A5065981421,A5112619586,1
A5065981421,A5112707102,1
A5066039057,A5048303863,11
A5066039057,A5061149582,1
A5066039057,A5062951688,11
A5066039057,A5073011829,8
A5066039057,A5078086979,11
A5066039057,A5081656957,11
A5066039057,A5092499102,1
A5066039057,A5100607374,12
A5066039057,A5101553362,3
A5066039057,A5101669152,1
A5066039057,A5106787803,1
A5066039057,A5107070705,1
A5066039057,A5107362063,1
A5066039057,A5107383369,1
A5066039057,A5107406378,1
A5066039057,A5107883655,1
A5066061625,A5035937203,1
A5066061625,A5042648708,1
A5066061625,A5049325291,1
A5066061625,A5080890851,1
A5066061625,A5089172093,1
A5066085642,A5032713491,1
A5066085642,A5040945190,1
A5066085642,A5109483119,1
A5066087668,A5003072589,1
A5066087668,A5031231896,1
A5066087668,A5038704440,1
A5066089757,A5007726188,3
A5066091521,A5052475039,1
A5066094160,A5026581021,1
A5066094160,A5044804941,1
A5066094160,A5048150356,1
A5066094160,A5052320430,1
A5066094160,A5057819704,1
A5066094160,A5058245772,1
A5066094160,A5070499181,1
A5066094160,A5070981700,1
A5066094160,A5071601723,1
A5066094160,A5082949028,1
A5066094160,A5090276267,1
A5066094160,A5092955690,1
A5066094160,A5102953440,1
A5066106849,A5007350471,1
A5066106849,A5008378749,2
A5066106849,A5031196819,1
A5066106849,A5040614063,2
A5066106849,A5042955881,2
A5066106849,A5052608169,2
A5066106849,A5052755079,2
A5066106849,A5058119912,1
A5066119228,A5024367126,1
A5066122982,A5026368092,1
A5066129249,A5076092085,1
A5066160018,A5046057265,1
A5066160018,A5077277188,1
A5066160018,A5087940419,1
A5066160018,A5115049143,2
A5066188955,A5017136084,2
A5066188955,A5034750229,2
A5066188955,A5045610894,2
A5066188955,A5059572473,2
A5066188955,A5095111095,2
A5066188955,A5096326217,2
A5066188955,A5096326218,2
A5066188955,A5096362682,2
A5066188955,A5096362683,2
A5066188955,A5096362684,2
A5066188955,A5096380785,2
A5066188955,A5096380786,2
A5066188955,A5096380787,2
A5066188955,A5096380788,2
A5066188955,A5104277960,2
A5066188955,A5109703480,2
A5066273011,A5003211953,1
A5066273011,A5010347191,1
A5066273011,A5023324179,1
A5066273011,A5026419733,1
A5066273011,A5036860892,1
A5066273011,A5040589670,1
A5066273011,A5040916566,1
A5066273011,A5043201276,1
A5066273011,A5046206189,1
A5066273011,A5052886806,1
A5066273011,A5055309183,1
A5066273011,A5064368301,1
A5066273011,A5064464485,1
A5066273011,A5077271389,1
A5066273011,A5078462991,1
A5066273011,A5079381636,1
A5066273011,A5081705100,1
A5066273011,A5085580681,1
A5066273011,A5086950255,1
A5066273011,A5109002650,1
A5066273011,A5109057858,1
A5066303010,A5014457852,1
A5066339970,A5017109701,1
A5066339970,A5087781429,1
A5066361095,A5071093940,1
A5066368952,A5017176137,1
A5066368952,A5053846607,1
A5066368952,A5055805357,1
A5066368952,A5070671286,1
A5066368952,A5076425349,1
A5066369383,A5018026845,1
A5066369383,A5042745262,1
A5066369383,A5046044013,1
A5066369383,A5053993900,1
A5066381139,A5003078346,1
A5066381139,A5017334663,1
A5066381139,A5024423524,1
A5066381139,A5028404747,1
A5066381139,A5035462110,1
A5066381139,A5072094034,1
A5066381139,A5073192614,1
A5066381139,A5079381636,1
A5066381139,A5080966283,1
A5066381139,A5086830116,1
A5066381139,A5092703320,1
A5066381139,A5102998668,1
A5066449177,A5010336667,1
A5066449177,A5038467615,1
A5066449177,A5048150356,2
A5066449177,A5109116971,1
A5066449177,A5109475886,1
A5066454434,A5002605931,1
A5066454434,A5015986179,1
A5066454434,A5019767101,1
A5066454434,A5021424438,1
A5066454434,A5031916079,1
A5066454434,A5038962036,1
A5066454434,A5043367207,1
A5066454434,A5054935821,1
A5066472497,A5003553641,1
A5066472497,A5050884499,3
A5066512655,A5086238725,2
A5066553129,A5022607494,5
A5066553129,A5032712263,2
A5066553129,A5071321031,2
A5066553129,A5071601723,1
A5066561007,A5008748461,3
A5066561007,A5015275157,1
A5066561007,A5018398572,1
A5066561007,A5028652496,3
A5066561007,A5052475039,3
A5066582781,A5011226423,2
A5066582781,A5016304826,1
A5066582781,A5021649924,9
A5066582781,A5032712263,1
A5066582781,A5047821345,1
A5066582781,A5050903587,2
A5066582781,A5057898999,1
A5066582781,A5068590593,2
A5066582781,A5078103383,1
A5066582781,A5086133322,1
A5066582781,A5086479843,1
A5066582781,A5087318067,3
A5066582781,A5087413032,1
A5066582781,A5092025238,1
A5066582781,A5111124185,1
A5066582781,A5112418513,1
A5066592701,A5019606925,1
A5066592701,A5022943684,1
A5066592701,A5049230384,1
A5066592701,A5051327797,1
A5066592701,A5072741753,1
A5066592701,A5083519759,1
A5066594231,A5057108800,1
A5066594231,A5066727465,1
A5066594231,A5084953297,1
A5066626263,A5043221376,3
A5066626263,A5046481136,1
A5066626263,A5109561432,1
A5066637621,A5012354774,1
A5066637621,A5036749343,1
A5066637621,A5108383196,1
A5066637621,A5109538721,1
A5066665483,A5006072539,1
A5066665483,A5011209376,8
A5066665483,A5011478102,2
A5066665483,A5045929531,1
A5066665483,A5067651303,1
A5066665483,A5073467476,1
A5066665483,A5080545778,1
A5066665483,A5100428090,5
A5066665483,A5100437181,1
A5066665483,A5100437311,1
A5066665483,A5100458144,1
A5066665483,A5110580953,1
A5066665483,A5110693631,1
A5066687448,A5021649924,2
A5066687448,A5112751316,1
A5066707942,A5005689730,1
A5066707942,A5007342092,1
A5066707942,A5016474530,1
A5066707942,A5019031962,1
A5066707942,A5021493301,1
A5066707942,A5025339098,1
A5066707942,A5027055495,1
A5066707942,A5027686563,1
A5066707942,A5029014129,1
A5066707942,A5029369636,1
A5066707942,A5029807994,1
A5066707942,A5032167625,1
A5066707942,A5033136483,1
A5066707942,A5040737387,1
A5066707942,A5040784114,1
A5066707942,A5043576357,1
A5066707942,A5049396774,1
A5066707942,A5051300642,1
A5066707942,A5051779373,1
A5066707942,A5057868790,1
A5066707942,A5058675695,1
A5066707942,A5060902701,1
A5066707942,A5063028853,1
A5066707942,A5063396041,1
A5066707942,A5068727660,1
A5066707942,A5068958984,1
A5066707942,A5069369290,1
A5066707942,A5080095497,1
A5066707942,A5080298922,1
A5066707942,A5084126358,1
A5066707942,A5085108486,1
A5066707942,A5086651355,1
A5066707942,A5088481980,1
A5066707942,A5089703651,1
A5066707942,A5091326305,1
A5066707942,A5091751969,1
A5066707942,A5102951979,1
A5066718774,A5008748461,1
A5066718774,A5052475039,2
A5066757164,A5002011562,1
A5066757164,A5003078346,1
A5066757164,A5003886399,1
A5066757164,A5023207047,1
A5066757164,A5027205277,1
A5066757164,A5033328394,1
A5066757164,A5042670765,1
A5066757164,A5051606464,1
A5066757164,A5052145396,1
A5066757164,A5066817807,1
A5066757164,A5067287880,1
A5066757164,A5077271389,1
A5066757164,A5077555252,1
A5066757164,A5078876786,1
A5066757164,A5080893189,1
A5066757164,A5085558440,1
A5066757164,A5086950255,1
A5066757164,A5090386799,1
A5066757164,A5109947023,1
A5066760598,A5034684238,1
A5066817807,A5002011562,1
A5066817807,A5003078346,1
A5066817807,A5003886399,1
A5066817807,A5023207047,1
A5066817807,A5027205277,1
A5066817807,A5033328394,1
A5066817807,A5051606464,1
A5066817807,A5052145396,1
A5066817807,A5077271389,1
A5066817807,A5077555252,1
A5066817807,A5078876786,1
A5066817807,A5086950255,1
A5066817807,A5109947023,1
A5066821697,A5005532968,1
A5066821697,A5020760884,1
A5066821697,A5022962486,1
A5066821697,A5025170635,1
A5066821697,A5028030922,1
A5066821697,A5049667391,1
A5066821697,A5061722286,1
A5066821697,A5083293297,1
A5066821697,A5112061366,1
A5066835972,A5052850993,1
A5066854309,A5000356241,1
A5066854309,A5009786101,1
A5066854309,A5010863533,4
A5066854309,A5015705751,1
A5066854309,A5051966189,4
A5066854309,A5051969655,1
A5066854309,A5072038259,1
A5066854309,A5076128851,1
A5066854309,A5082100647,1
A5066854309,A5089575805,1
A5066854309,A5090745981,2
A5066867280,A5001092946,1
A5066867280,A5004701816,1
A5066867280,A5011209376,16
A5066867280,A5011478102,10
A5066867280,A5011856820,9
A5066867280,A5013373062,14
A5066867280,A5017604910,3
A5066867280,A5019606925,1
A5066867280,A5028693825,1
A5066867280,A5037654904,5
A5066867280,A5046587401,1
A5066867280,A5048890370,7
A5066867280,A5052657343,1
A5066867280,A5064405797,4
A5066867280,A5068791741,4
A5066867280,A5082866186,1
A5066867280,A5083305448,4
A5066867280,A5100373590,3
A5066867280,A5101692230,1
A5066867280,A5112753381,1
A5066867280,A5112891468,1
A5066867280,A5114020744,1
A5066869508,A5085000844,1
A5066871255,A5000947923,8
A5066871255,A5007541807,8
A5066871255,A5015039212,2
A5066871255,A5025740124,8
A5066871255,A5036083978,7
A5066871255,A5054874288,5
A5066871255,A5079485402,8
